"down2","weighted_distance","num_coverage_players2","time_cat","play_assignment","yards_to_go2","predicted_pct_pcp","play_id","num_coverage_players","away_franchise_id","away_team","def_score_before","defense","defense_franchise_id","distance","down","game_id","home_franchise_id","home_team","is_preseason","off_score_before","offense","offense_franchise_id","play_sequence","player","player_id","playled","position","quarter","rps","season","seconds_left_in_quarter","week","yards_to_go","pass_direction","pass_depth","attempt","run","dropback","yards","yards_after_catch","completion","touchdown","interception","hit_as_threw","pressure","sack","hit","hurry","hit_qb","hurry_qb","sack_qb","bat","spike","drop","thrown_away","lateral","extra_point","no_play","shotgun","pistol","dropback_type","blitz","dropback_depth","time_to_throw","time_to_pressure","play_action","defense_personnel","route","rpo","num_pass_rush_players","screen","primary_coverage","secondary_coverage","coverage_grade","tackle","assisted_tackle","player_interception","pass_breakup","missed_tackles","forced_fumbles","press_coverage","receiver_pressed_player_id","receiver_pressed","receiver_pressed_position","coverage_scheme","mofo_coverage_played","mofo_coverage_shown","contested_target","passer_grade","box_players","seconds_left_in_half","perfectly_covered","pcpoe"
"3","3",8,"1","2","2",0.43012359640694,4601393,8,4,"BUF",17,"BUF",4,22,3,23133,17,"MIA",0,14,"MIA",17,123,"Matt Milano",11918,"","LILB",4,"P",2022,697,3,52,"C",41,1,0,1,45,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,11,3.5,0,0,"2-4-5","78R",0,3,0,0,0,0,0,0,0,0,0,0,0,0,"","","2","O","C",0,1.5,6,697,0,-43.012359640694
"3","3",8,"1","2","2",0.43012359640694,4601730,8,7,"CIN",27,"CIN",7,10,3,23132,22,"NYJ",0,9,"NYJ",22,135,"Jessie Bates III",49162,"FG","SS",3,"P",2022,52,3,25,"L",29,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"SL",0,8,4.3,2.7,0,"3-1-7","H9",0,3,0,0,0,0,0,0,0,0,0,0,0,0,"","","3S","C","O",0,-0.5,6,952,1,56.987640359306
"3","3",8,"1","2","2",0.43012359640694,4602896,8,26,"LA",0,"ARZ",1,7,3,23144,1,"ARZ",0,13,"LA",26,50,"Byron Murphy Jr.",44027,"P","RCB",2,"P",2022,695,3,62,"R",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,7,1.3,0,0,"2-4-5","0R",0,3,0,0,0,0,0,0,0,0,0,0,0,0,"","","2","O","C",0,-0.5,6,695,1,56.987640359306
"3","3",8,"1","2","2",0.43012359640694,4635512,8,18,"MIN",13,"MIN",18,14,3,23366,20,"NO",0,7,"NO",20,83,"Akayleb Evans",65033,"P","RLB",3,"P",2022,828,4,64,"L",3,1,0,1,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,10,3.5,0,0,"0-4-7","H7",0,3,0,1,0,-1,0,0,0,0,1,0,0,0,"","","3","C","C",0,0,4,1728,1,56.987640359306
"3","3",8,"1","2","2",0.43012359640694,4636468,8,32,"WAS",3,"DAL",9,21,3,23152,9,"DAL",0,0,"WAS",32,17,"Donovan Wilson",49408,"P","FSL",1,"P",2022,436,4,62,"X",0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"SD",0,10,2.5,2,0,"3-3-5","",0,3,1,0,0,0,0,0,0,0,0,0,0,0,"","","2","O","O",0,0,4,1336,1,56.987640359306
"3","3",8,"1","2","2",0.43012359640694,4637038,8,29,"SEA",9,"DET",11,12,3,23155,11,"DET",0,14,"SEA",29,55,"Jeffrey Okudah",55674,"FG","RCB",2,"P",2022,557,4,38,"C",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"SD",0,7,2,0,0,"3-2-6","XR",0,3,1,0,0,0,0,0,0,0,0,0,0,0,"","","3","C","O",0,0,4,557,0,-43.012359640694
"3","3",8,"1","2","2",0.43012359640694,4637814,8,15,"JAX",14,"JAX",15,20,3,23153,24,"PHI",0,20,"PHI",24,87,"Devin Lloyd",58238,"P","LILB",3,"P",2022,818,4,58,"L",11,1,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,10,3.8,0,0,"0-6-5","6R",0,3,0,0,0,0,0,0,0,0,0,0,0,0,"","","4","O","O",0,0,6,1718,1,56.987640359306
"3","3",8,"1","2","2",0.43012359640694,4637955,8,6,"CHI",14,"NYG",21,9,3,23148,21,"NYG",0,9,"CHI",6,87,"Fabian Moreau",11836,"","LCB",3,"P",2022,786,4,51,"R",18,1,0,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,8,2.8,0,0,"1-5-5","XR",0,3,0,0,0,0,0,0,0,0,0,0,0,0,"","","3","C","C",0,0.5,7,1686,0,-43.012359640694
"3","3",8,"1","2","2",0.43012359640694,4640501,8,10,"DEN",19,"LV",23,18,3,23158,23,"LV",0,16,"DEN",10,99,"Divine Deablo",42208,"P","FS",3,"P",2022,477,4,59,"R",-3,1,0,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,5,1,0,0,"3-1-7","0R",0,3,1,0,0,0,0,0,0,0,0,0,0,0,"","","2","O","O",0,0,3,1377,1,56.987640359306
"3","3",8,"1","2","2",0.43012359640694,4641668,8,16,"KC",41,"KC",16,16,3,23161,30,"TB",0,24,"TB",30,147,"L'Jarius Sneed",40588,"","SCBoL",4,"P",2022,543,4,63,"C",26,1,0,1,27,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,"SD",0,10,4.9,2.6,0,"4-1-6","SA",0,3,0,0,0,0,0,0,0,0,0,0,0,0,"","","6L","O","O",0,0.5,6,543,0,-43.012359640694
"1","2",7,"1","1","1",0.284062171120883,4518844,7,24,"PHI",0,"PHI",24,10,1,23104,11,"DET",0,0,"DET",11,2,"Chauncey Gardner-Johnson",49371,"","LLB",1,"P",2022,900,1,75,"C",-6,1,0,1,-1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SD",0,7,2.1,0,0,"3-3-5","H3",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,0,7,1800,0,-28.4062171120883
"1","2",7,"1","1","1",0.284062171120883,4521342,7,19,"NE",7,"NE",19,10,1,23105,17,"MIA",0,17,"MIA",17,93,"Myles Bryant",43336,"","SCBR",3,"P",2022,279,1,81,"L",0,1,0,1,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,6,1.3,0,0,"3-2-6","0R",0,4,1,0,0,0,0,0,0,0,0,0,1,48021,"Trent Sherfield","SLWR","1","C","C",0,0,6,1179,1,71.5937828879117
"1","2",7,"1","1","1",0.284062171120883,4564094,7,29,"SEA",20,"SF",28,10,1,23123,28,"SF",0,0,"SEA",29,80,"Tashaun Gipson Sr.",7288,"","SCBR",3,"P",2022,896,2,84,"X",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"RSL",0,0,2.8,2.2,0,"4-3-4","",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,0,8,1796,0,-28.4062171120883
"1","2",7,"1","1","1",0.284062171120883,4568414,7,18,"MIN",24,"PHI",24,10,1,23130,24,"PHI",0,7,"MIN",18,121,"T.J. Edwards",30737,"","LILB",4,"P",2022,709,2,90,"X",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,"SR",0,7,6.2,2.5,0,"3-3-5","",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,0,6,709,1,71.5937828879117
"1","2",7,"1","1","1",0.284062171120883,4598767,7,3,"BLT",0,"BLT",3,10,1,23138,19,"NE",0,0,"NE",19,6,"Marlon Humphrey",11771,"","SCBL",1,"P",2022,803,3,89,"C",11,1,0,1,31,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,8,2.9,0,0,"3-3-5","4R",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,0.5,7,1703,0,-28.4062171120883
"1","2",7,"1","1","1",0.284062171120883,4599425,7,4,"BUF",7,"MIA",17,10,1,23133,17,"MIA",0,7,"BUF",4,31,"Kader Kohou",156070,"","SCBR",1,"P",2022,217,3,75,"C",-4,1,0,1,7,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,5,0.7,0,0,"3-3-5","JR",0,4,1,1,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,0,7,1117,1,71.5937828879117
"1","2",7,"1","1","1",0.284062171120883,4599949,7,24,"PHI",0,"WAS",32,10,1,23135,32,"WAS",0,10,"PHI",24,54,"Bobby McCain",9578,"","FSL",2,"P",2022,611,3,81,"L",33,1,0,1,38,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,9,2.7,0,0,"4-2-5","9R",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","O",0,0.5,6,611,1,71.5937828879117
"1","2",7,"1","1","1",0.284062171120883,4605480,7,9,"DAL",0,"DAL",9,10,1,23146,21,"NYG",0,0,"NYG",21,12,"Jourdan Lewis",11846,"","SCBL",1,"P",2022,646,3,76,"X",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SD",0,9,3.5,2.6,1,"4-2-5","",0,4,0,0,0,0,0,0,0,0,0,0,1,28991,"Richie James Jr.","SRWR","1","C","C",0,0,7,1546,1,71.5937828879117
"1","2",7,"1","1","1",0.284062171120883,4610676,7,17,"MIA",15,"MIA",17,10,1,23147,7,"CIN",0,14,"CIN",7,113,"Eric Rowe",9480,"","LLB",3,"P",2022,160,4,75,"C",10,1,0,1,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"SD",0,6,2.3,0,1,"2-4-5","XR",0,4,0,1,0,-0.5,1,0,0,0,0,0,0,0,"","","1","C","C",0,0.5,7,1060,0,-28.4062171120883
"1","2",7,"1","1","1",0.284062171120883,4638782,7,31,"TEN",17,"IND",14,10,1,23156,14,"IND",0,24,"TEN",31,129,"Kenny Moore II",51596,"","LOLB",4,"P",2022,520,4,78,"X",0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,"SR",0,8,6.1,3.4,1,"4-2-5","",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,0,8,520,0,-28.4062171120883
"1","2",7,"1","1","1",0.284062171120883,4639408,7,1,"ARZ",0,"ARZ",1,10,1,23157,5,"CAR",0,0,"CAR",5,17,"Byron Murphy Jr.",44027,"","LCB",1,"P",2022,448,4,86,"C",-3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"SD",0,9,2.5,0,1,"3-4-4","0R",0,4,1,0,0,0,0,0,0,0,0,0,0,0,"","","4","O","O",0,-0.5,6,1348,1,71.5937828879117
"1","2",7,"1","1","1",0.284062171120883,4640675,7,19,"NE",24,"NE",19,10,1,23159,12,"GB",0,17,"GB",12,118,"Adrian Phillips",9177,"","LCB",4,"P",2022,674,4,75,"R",35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,7,2.3,0,0,"3-3-5","9R",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,0,7,674,0,-28.4062171120883
"1","2",7,"1","1","1",0.284062171120883,4641580,7,16,"KC",38,"KC",16,10,1,23161,30,"TB",0,17,"TB",30,118,"L'Jarius Sneed",40588,"","SCBoL",3,"P",2022,342,4,75,"R",-1,1,0,1,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,6,1.6,0,0,"4-1-6","0R",0,4,1,0,0,0,1,0,0,0,0,0,1,44771,"Russell Gage","SRoWR","1","C","O",0,0,7,1242,1,71.5937828879117
"3","1",7,"2","2","2",0.384790501847642,4490347,7,4,"BUF",10,"BUF",4,2,4,23098,26,"LA",0,0,"LA",26,55,"Tremaine Edmunds",50905,"","LILB",2,"P",2022,294,1,28,"C",-1,1,0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,7,1.3,0,0,"4-2-5","0R",0,4,1,0,0,0,0,0,0,0,0,0,0,0,"","","3","C","O",0,0,7,294,1,61.5209498152358
"3","1",7,"2","2","2",0.384790501847642,4490593,7,4,"BUF",31,"BUF",4,2,3,23098,26,"LA",0,10,"LA",26,137,"Kaiir Elam",98693,"","LCB",4,"P",2022,273,1,74,"R",7,1,0,1,8,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,"SR",0,9,3.9,2.7,0,"4-2-5","SA",0,4,0,1,0,-0.5,1,0,0,0,0,0,1,11824,"Cooper Kupp","RWR","6R","O","O",0,0.5,5,273,0,-38.4790501847642
"3","1",7,"2","2","2",0.384790501847642,4522167,7,28,"SF",19,"CHI",6,2,3,23099,6,"CHI",0,10,"SF",28,137,"Jaquan Brisker",101665,"","ROLB",4,"P",2022,324,1,70,"X",0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,"SD",0,7,7.1,4,1,"4-3-4","",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","3","C","C",0,0.5,7,324,1,61.5209498152358
"3","1",7,"2","2","2",0.384790501847642,4527328,7,30,"TB",19,"TB",30,1,4,23113,9,"DAL",0,3,"DAL",9,144,"Lavonte David",7060,"","RILB",4,"P",2022,297,1,42,"C",5,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,7,1.8,0,0,"2-4-5","6R",0,4,0,0,1,0,0,1,0,0,0,0,0,0,"","","3","C","O",1,0.5,6,297,0,-38.4790501847642
"3","1",7,"2","2","2",0.384790501847642,4533354,7,27,"LAC",27,"KC",16,1,3,23114,16,"KC",0,17,"LAC",27,158,"Bryan Cook",55940,"","FSL",4,"P",2022,131,2,43,"X",0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,"SR",0,7,4.2,1.7,0,"4-1-6","",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","2","O","O",0,-0.5,6,131,1,61.5209498152358
"3","1",7,"2","2","2",0.384790501847642,4562817,7,19,"NE",14,"PIT",25,2,3,23121,25,"PIT",0,17,"NE",19,145,"Terrell Edmunds",51334,"","SCBL",4,"P",2022,277,2,62,"X",0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"SL",0,8,4.5,2.3,0,"2-4-5","",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","2","O","O",0,0.5,6,277,1,61.5209498152358
"3","1",7,"2","2","2",0.384790501847642,4564349,7,1,"ARZ",17,"LV",23,2,3,23125,23,"LV",0,0,"ARZ",1,66,"Amik Robertson",55619,"IN","SCBoL",2,"P",2022,121,2,42,"R",25,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"SR",0,7,5.5,2.4,0,"4-2-5","SA",0,4,0,1,0,1,0,0,1,0,0,0,0,0,"","","2","O","C",0,-1.5,6,121,1,61.5209498152358
"3","1",7,"2","2","2",0.384790501847642,4567906,7,31,"TEN",7,"TEN",31,1,3,23129,4,"BUF",0,7,"BUF",4,54,"Amani Hooker",51378,"","SSR",2,"P",2022,449,2,26,"L",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SD",0,7,1.8,0,1,"3-4-4","1R",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","4","O","O",0,-0.5,8,449,0,-38.4790501847642
"3","1",7,"2","2","2",0.384790501847642,4568187,7,18,"MIN",7,"MIN",18,2,3,23130,24,"PHI",0,14,"PHI",24,68,"Harrison Smith",7641,"TD","SSL",2,"P",2022,129,2,26,"X",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"RSR",0,0,3.3,1.8,1,"2-4-5","",1,4,0,0,0,-0.5,0,0,0,0,0,0,0,0,"","","3","C","O",0,1,7,129,1,61.5209498152358
"3","1",7,"2","2","2",0.384790501847642,4639448,7,32,"WAS",25,"DAL",9,2,4,23152,9,"DAL",0,10,"WAS",32,159,"Malik Hooker",11770,"DW","FS",4,"P",2022,165,4,56,"L",23,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,8,2.4,2.3,0,"3-2-6","7R",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","3","C","C",0,0,6,165,0,-38.4790501847642
"3","1",7,"2","2","2",0.384790501847642,4642806,7,26,"LA",6,"LA",26,2,3,23160,28,"SF",0,7,"SF",28,61,"Jalen Ramsey",10639,"","SCBL",2,"P",2022,306,4,67,"X",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,7,3.5,2.1,0,"2-4-5","",0,4,0,0,0,0,0,0,0,0,0,0,1,48027,"Jauan Jennings","SRWR","3","C","C",0,0.5,6,306,1,61.5209498152358
"1","2",5,"2","1","2",0.24944083352258,4526553,5,30,"TB",9,"TB",30,10,1,23113,9,"DAL",0,3,"DAL",9,68,"Mike Edwards",51282,"","RLB",2,"P",2022,130,1,63,"C",10,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SD",1,10,3.3,3.2,1,"3-4-4","6R",0,6,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,0,8,130,1,75.055916647742
"1","2",5,"2","1","2",0.24944083352258,4565210,5,13,"HST",9,"HST",13,10,1,23126,10,"DEN",0,13,"DEN",10,146,"Jalen Pitre",57737,"","LLB",4,"P",2022,323,2,42,"L",4,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",1,6,1.4,1.3,1,"4-3-4","3R",0,6,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,-0.5,8,323,0,-24.944083352258
"2","2",6,"3","1","2",0.256868487334,4525217,6,21,"NYG",21,"NYG",21,7,2,23110,31,"TEN",0,20,"TEN",31,150,"Oshane Ximines",48538,"","LOLB",4,"P",2022,45,1,67,"L",2,1,0,1,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"SD",1,6,1.2,1,0,"1-4-6","3R",0,5,0,0,0,0,0,0,0,0,0,0,0,0,"","","0","O","O",0,0,7,45,1,74.3131512666
"2","2",6,"3","1","2",0.256868487334,4562647,6,17,"MIA",38,"BLT",3,7,2,23118,3,"BLT",0,35,"MIA",17,151,"Jalyn Armour-Davis",83120,"","RCB",4,"P",2022,120,2,65,"C",16,1,0,1,21,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",1,7,1.5,0,0,"2-3-6","8R",0,5,0,1,0,-1,0,1,0,0,0,0,0,0,"","","1","C","C",0,0,6,120,0,-25.6868487334
"3","3",6,"2","2","1",0.426980665514456,4563693,6,29,"SEA",0,"SEA",29,6,3,23123,28,"SF",0,13,"SF",28,62,"Josh Jones",11816,"P","SSR",2,"P",2022,133,2,76,"C",5,1,0,1,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"SD",1,9,2,1.9,0,"2-4-5","H7",0,5,0,1,0,-0.5,0,1,0,0,1,0,0,0,"","","3","C","C",0,0,5,133,1,57.3019334485545
"3","3",6,"2","2","1",0.426980665514456,4601682,6,20,"NO",22,"CAR",5,14,3,23139,5,"CAR",0,7,"NO",20,142,"Donte Jackson",49377,"P","RCB",4,"P",2022,429,3,79,"X",0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,"SR",1,10,5.3,2.6,0,"3-3-5","",0,5,0,0,0,0,0,0,0,0,0,0,0,0,"","","4","O","O",0,0,7,429,1,57.3019334485545
"3","3",6,"2","2","1",0.426980665514456,4601692,6,13,"HST",20,"CHI",6,10,3,23140,6,"CHI",0,20,"HST",13,138,"Nicholas Morrow",51674,"","RLB",4,"P",2022,318,3,91,"C",15,1,0,1,30,15,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"SL",1,8,2.9,2.2,0,"4-2-5","6R",0,5,0,1,0,-0.5,0,1,0,0,0,0,0,0,"","","3","C","C",0,0.5,7,318,0,-42.6980665514455
"1","2",7,"2","1","3",0.316803912818028,4522236,7,20,"NO",26,"ATL",2,9,1,23107,2,"ATL",0,18,"NO",20,150,"Mykal Walker",57834,"TD","RILB",4,"P",2022,222,1,9,"L",10,1,0,1,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,7,1.8,0,0,"2-4-5","9B",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","RZ","O","O",0,0.5,6,222,1,68.3196087181972
"1","2",7,"2","1","3",0.316803912818028,4525078,7,16,"KC",44,"KC",16,10,1,23109,1,"ARZ",0,15,"ARZ",1,145,"L'Jarius Sneed",40588,"","SCBR",4,"P",2022,352,1,11,"L",14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,6,1.5,0,0,"4-2-5","9F",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,-0.5,6,352,0,-31.6803912818028
"1","2",7,"2","1","3",0.316803912818028,4562542,7,32,"WAS",36,"DET",11,10,1,23117,11,"DET",0,21,"WAS",32,152,"DeShon Elliott",28854,"","FSR",4,"P",2022,230,2,13,"L",18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,6,1.6,0,0,"4-2-5","9R",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","B","O","O",0,-0.5,5,230,1,68.3196087181972
"1","2",7,"2","1","3",0.316803912818028,4566585,7,6,"CHI",10,"CHI",6,10,1,23127,12,"GB",0,24,"GB",12,124,"Eddie Jackson",11867,"","FS",4,"P",2022,294,2,15,"C",-4,1,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,5,0.7,0,0,"4-2-5","JL",0,4,1,0,0,-0.5,0,0,0,0,1,0,0,0,"","","1","C","C",0,0,7,294,1,68.3196087181972
"1","2",7,"2","1","3",0.316803912818028,4567936,7,31,"TEN",7,"TEN",31,10,1,23129,4,"BUF",0,10,"BUF",4,66,"Zach Cunningham",11812,"","RILB",2,"P",2022,143,2,13,"L",0,1,0,1,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,6,1.3,0,1,"2-4-5","0R",0,4,1,0,0,-0.5,1,0,0,0,0,0,0,0,"","","1","C","C",0,0,6,143,1,68.3196087181972
"1","2",7,"2","1","3",0.316803912818028,4601926,7,3,"BLT",26,"NE",19,10,1,23138,19,"NE",0,31,"BLT",3,144,"Ja'Whaun Bentley",50966,"","LLB",4,"P",2022,198,3,18,"C",-3,1,0,1,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,5,1.5,0,1,"3-3-5","1R",1,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,0,7,198,1,68.3196087181972
"1","2",7,"2","1","3",0.316803912818028,4603083,7,2,"ATL",17,"ATL",2,10,1,23142,29,"SEA",0,10,"SEA",29,66,"Jaylinn Hawkins",51423,"TD","FS",2,"P",2022,244,3,18,"L",23,1,0,1,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"SD",0,8,2.6,0,0,"2-5-4","9S",0,4,0,0,1,-0.5,0,0,0,0,0,0,0,0,"","","1","C","C",1,1,7,244,0,-31.6803912818028
"1","2",7,"2","1","3",0.316803912818028,4638852,7,15,"JAX",29,"PHI",24,8,1,23153,24,"PHI",0,14,"JAX",15,138,"James Bradberry",10696,"TD","RCB",4,"P",2022,446,4,8,"R",1,1,0,1,8,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,7,1.6,0,0,"4-2-5","1R",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,0,7,446,0,-31.6803912818028
"1","2",7,"2","1","3",0.316803912818028,4639097,7,29,"SEA",41,"SEA",29,10,1,23155,11,"DET",0,31,"DET",11,151,"Tariq Woolen",61790,"","RCB",4,"P",2022,367,4,15,"L",18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"SD",0,7,2,0,0,"2-4-5","9R",0,4,0,1,0,-1,0,0,0,0,0,0,1,11872,"Josh Reynolds","LWR","1","C","C",0,0,6,367,0,-31.6803912818028
"3","3",8,"1","1","2",0.262409098833846,4523669,8,23,"LV",3,"LAC",27,6,3,23112,27,"LAC",0,0,"LV",23,21,"Bryce Callahan",10000,"","SCBR",1,"P",2022,337,1,46,"C",16,1,0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,7,3.5,0,0,"1-4-6","4R",0,3,0,0,0,0,1,0,0,0,0,0,1,8688,"Davante Adams","SLWR","1","C","O",0,0.5,5,1237,0,-26.2409098833846
"3","3",8,"1","1","2",0.262409098833846,4564646,8,7,"CIN",9,"CIN",7,7,3,23124,9,"DAL",0,17,"DAL",9,111,"Vonn Bell",10695,"","FS",3,"P",2022,175,2,58,"R",20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"SD",1,7,2,0,0,"3-2-6","9S",0,3,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,0,4,1075,1,73.7590901166154
"2","2",7,"3","1","2",0.269849500474095,4525257,7,21,"NYG",21,"NYG",21,4,2,23110,31,"TEN",0,20,"TEN",31,153,"Adoree' Jackson",11773,"","RCB",4,"P",2022,33,1,53,"X",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"SD",0,8,2.9,0,0,"1-4-6","",0,4,0,0,0,0,0,0,0,0,0,0,1,7822,"Robert Woods","LWR","2M","O","C",0,0,5,33,1,73.0150499525905
"2","2",7,"3","1","2",0.269849500474095,4560844,7,19,"NE",3,"PIT",25,6,2,23121,25,"PIT",0,3,"NE",19,68,"Cameron Sutton",11850,"","SCBoL",2,"P",2022,82,2,57,"C",7,1,0,1,6,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,9,2.6,0,0,"2-4-5","6R",0,4,0,0,0,0,0,0,0,0,0,0,1,47468,"Jakobi Meyers","SRoWR","1","C","O",0,0.5,6,82,0,-26.9849500474095
"2","2",7,"3","1","2",0.269849500474095,4566160,7,6,"CHI",7,"CHI",6,7,2,23127,12,"GB",0,17,"GB",12,70,"Eddie Jackson",11867,"","FSL",2,"P",2022,78,2,34,"R",20,1,0,1,20,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"SR",0,8,4,2.4,0,"4-2-5","3R",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","O",0,1,6,78,0,-26.9849500474095
